TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2014,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.38,
2014,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.07,
2014,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.56,
2014,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 817.27,
2014,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),21.86,
2014,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),79.88,
2014,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),152.32,
2014,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2014,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2014,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,n
2014,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,n
2014,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),192.00,
2014,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.00,
2014,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),75.31,
2014,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),19.18,
2014,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),809.11,
2014,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),19.76,
2014,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),15.92,
2014,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),55.38,
2014,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),7 484.96,
2014,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),205.32,
2014,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),184.40,
2014,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),376.00,
2014,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),303.20,
2014,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.10,
2014,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),53.30,
2014,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),748.70,
2014,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),5 443.97,
2014,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),50.00,
2014,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),149.76,
2014,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),315.92,
2014,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),99.88,
2014,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.69,
2014,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),5.14,
2014,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),27.24,
2014,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),779.03,
2014,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),6.07,
2014,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),7.11,
2014,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),13.35,
2014,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 119.00,
2014,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),14.30,
2014,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),15.13,
2014,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.15,
2014,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 023.64,
2014,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),33.76,
2014,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),18.25,
2014,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.00,
2014,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2014,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2014,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2014,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,
2014,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),283.70,
2014,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.10,
2014,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8.59,
2014,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.74,
2014,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),253.93,
2014,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.33,
2014,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),15.95,e
2014,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),25.35,e
2014,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2014,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),139.00,
2014,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),115.00,
2014,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),24.00,
2014,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.36,
2014,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.09,
2014,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.06,
2014,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.19,
2014,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),162.12,
2014,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.61,
2014,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),36.35,
2014,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),36.85,
2014,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),143.10,
2014,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),14.60,
2014,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),36.57,
2014,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2014,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 816.68,
2014,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),11.28,
2014,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),63.09,
2014,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),184.36,
2014,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),11 727.00,
2014,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),744.00,
2014,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8 484.00,
2014,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3 238.00,
2014,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),290.08,e
2014,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),9.25,e
2014,Bosnia and Herzegovina,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),25.84,e
2014,Bosnia and Herzegovina,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Bosnia and Herzegovina,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2014,Kosovo,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),132.90,
2014,Kosovo,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.30,
2014,Kosovo,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),6.10,
2014,Kosovo,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2014,Kosovo,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),7.40,
2015,European Union - 27 countries (from 2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),54 541.29,
2015,European Union - 27 countries (from 2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),1 966.56,
2015,European Union - 27 countries (from 2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1 958.01,
2015,European Union - 27 countries (from 2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,European Union - 27 countries (from 2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 440.06,
2015,European Union - 28 countries (2013-2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),57 640.29,
2015,European Union - 28 countries (2013-2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 180.56,
2015,European Union - 28 countries (2013-2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 071.15,
2015,European Union - 28 countries (2013-2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,European Union - 28 countries (2013-2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 464.06,
2015,Belgium,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),341.64,
2015,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2.74,
2015,Belgium,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),58.44,
2015,Belgium,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Belgium,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),18.18,
2015,Bulgaria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 835.77,
2015,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),18.06,
2015,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),25.57,
2015,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),74.37,
2015,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 389.83,
2015,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),33.14,
2015,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),9.19,
2015,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),31.84,
2015,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 454.40,
2015,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),12.00,
2015,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.44,
2015,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4.39,
2015,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 529.20,
2015,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),160.40,
2015,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),110.90,
2015,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),154.14,
2015,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),350.40,
2015,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),31.30,
2015,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.10,
2015,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.80,
2015,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),291.56,
2015,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),10.66,
2015,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.07,
2015,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.70,
2015,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),959.01,
2015,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),67.47,
2015,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),82.00,
2015,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1 276.17,
2015,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 195.86,
2015,Spain,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),489.39,
2015,Spain,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),354.68,
2015,Spain,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Spain,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4 700.74,
2015,France,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),9 575.54,
2015,France,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),269.00,
2015,France,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),235.53,
2015,France,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,France,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),929.17,
2015,Croatia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),475.64,
2015,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2.28,
2015,Croatia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8.55,
2015,Croatia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Croatia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),72.50,
2015,Italy,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 269.08,
2015,Italy,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),73.47,
2015,Italy,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),419.99,
2015,Italy,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Italy,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2 450.91,
2015,Cyprus,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),32.85,
2015,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.66,
2015,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.90,
2015,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),26.30,
2015,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),669.50,
2015,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),31.10,
2015,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.80,
2015,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4.20,
2015,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 329.12,
2015,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),156.98,
2015,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),9.95,
2015,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),20.93,
2015,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),29.29,
2015,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.59,
2015,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.07,
2015,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.58,
2015,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 697.70,
2015,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),25.63,
2015,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),84.48,
2015,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),153.18,
2015,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2015,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2015,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.99,
2015,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.26,
2015,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),195.60,
2015,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),1.57,
2015,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),86.80,
2015,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),19.80,
2015,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),780.70,
2015,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),23.57,
2015,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),15.67,
2015,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),54.14,
2015,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),7 511.80,
2015,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),403.90,
2015,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),188.80,
2015,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),338.10,
2015,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),270.85,
2015,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),16.19,
2015,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),51.19,
2015,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),751.88,
2015,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),5 471.19,
2015,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),54.35,
2015,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),150.57,
2015,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),315.08,
2015,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),98.96,
2015,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.85,
2015,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),5.00,
2015,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),20.64,
2015,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),749.22,
2015,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),10.10,
2015,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),7.88,
2015,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),13.39,
2015,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 017.30,
2015,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),23.20,
2015,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.23,
2015,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.67,
2015,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 019.31,
2015,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),47.96,
2015,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),18.25,
2015,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.02,
2015,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.00,
2015,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2015,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.02,
2015,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,
2015,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),282.70,
2015,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.20,
2015,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2015,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.81,
2015,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),143.91,
2015,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),5.02,
2015,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,z
2015,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.23,
